BookingID,CustomerID,AgentID,DestinationID,HotelID,FlightID,BookingDate
599,5868,71,10,759,1050,2023-06-18
600,6742,5,235,1053,1682,2022-05-07
601,9472,94,235,736,525,2022-05-23
602,2095,77,305,1243,1421,2022-12-10
603,3418,31,129,938,1277,2022-07-19
604,9143,64,374,354,1707,2023-09-15
605,1579,84,278,509,640,2024-03-21
606,6117,47,160,227,1190,2022-10-07
607,1401,27,35,1433,100,2024-02-29
608,8012,56,158,216,134,2022-10-13
609,2239,77,115,440,871,2024-04-04
610,3930,24,293,204,599,2022-11-01
611,7975,10,27,997,454,2022-05-29
612,3979,85,383,824,753,2022-08-09
613,9639,65,102,50,1443,2022-09-11
614,8489,61,117,753,816,2023-06-12
615,5559,4,500,615,385,2023-09-18
616,8612,99,155,193,239,2023-10-05
617,2094,29,205,1344,395,2023-06-18
618,5069,47,11,1364,807,2023-09-02
619,7733,22,109,860,511,2023-06-05
620,7204,37,323,496,973,2022-07-15
621,8307,69,169,241,1246,2024-03-10
622,1923,45,105,321,741,2023-05-17
623,6401,99,459,628,1893,2023-08-24
624,6061,31,368,474,586,2023-11-21
625,7421,97,397,1393,1982,2024-04-22
626,2479,73,275,1341,1106,2022-12-20
627,8824,29,393,116,817,2024-01-20
628,307,59,367,409,1321,2022-08-27
629,6712,52,166,31,1046,2022-06-25
630,5396,56,142,877,1299,2023-10-03
631,7326,87,229,995,823,2023-08-19
632,6461,92,71,1188,1203,2023-04-12
633,9,9,117,431,329,2022-07-09
634,8618,86,366,1127,1783,2023-04-01
635,3101,1,254,250,229,2023-08-10
636,9499,60,6,875,1994,2023-08-05
637,8005,57,140,1289,345,2023-01-01
638,1030,21,132,858,1245,2023-03-15
639,5332,99,495,1269,1698,2023-05-16
640,2071,86,337,471,1361,2022-10-21
641,5685,26,201,648,1808,2023-11-26
642,3787,83,91,865,1981,2023-07-25
643,5778,30,54,1254,1360,2022-12-25
644,9108,15,461,1186,1239,2023-04-17
645,4374,54,6,1116,1042,2022-11-14
646,8823,17,377,667,1705,2023-03-21
647,2476,49,422,1029,852,2024-04-26
648,5478,47,47,428,103,2022-12-20
649,7511,97,185,1280,544,2023-01-12
650,114,85,450,674,58,2022-06-17
651,411,45,146,493,484,2023-07-21
652,1290,96,143,813,1958,2022-05-12
653,7810,12,288,294,776,2023-07-04
654,31,55,365,62,526,2024-03-21
655,3278,45,131,491,253,2022-06-03
656,5933,11,98,235,1771,2024-04-29
657,2689,55,90,876,798,2023-01-24
658,7196,33,190,1498,551,2024-01-11
659,2824,16,302,113,920,2023-04-09
660,1396,71,53,328,1441,2023-07-15
661,8395,95,178,1266,669,2023-10-03
662,912,80,398,1413,1598,2022-06-09
663,5278,32,253,440,148,2022-08-02
664,701,27,50,199,764,2022-12-23
665,4787,80,230,62,557,2024-05-04
666,6377,45,206,483,1182,2023-05-25
667,5951,47,483,320,1230,2023-09-13
668,3906,98,303,858,1814,2023-02-21
669,1085,80,411,1330,291,2024-04-15
670,1572,44,202,697,447,2023-08-03
671,882,27,47,1144,527,2022-08-15
672,3014,66,33,731,136,2022-06-25
