TicketID,BookingID,FlightID,Price,TicketDate
95,95,1819,655.3293802745187,2024-01-09
96,96,1001,213.8359083625195,2024-01-29
97,97,1072,913.2326929962543,2024-02-15
98,98,1412,854.6601042607105,2024-02-07
99,99,1598,511.3140065861666,2024-04-27
100,100,44,300.8114905866786,2024-04-28
101,101,1630,856.7677375307032,2024-04-15
102,102,1201,427.5664711051882,2024-01-25
103,103,1258,132.3666731894919,2024-04-19
104,104,966,891.2419369741634,2024-04-29
105,105,738,189.7815307285488,2024-01-15
106,106,995,304.7059386629836,2024-01-06
107,107,1046,821.8123639768901,2024-01-10
108,108,947,271.03225810715014,2024-03-14
109,109,1491,314.718113205199,2024-01-29
110,110,990,443.32877033128386,2024-05-02
111,111,1515,77.93772345435237,2024-04-29
112,112,102,377.5342725987425,2024-04-08
113,113,542,200.49398182279342,2024-04-22
114,114,247,183.54163687017916,2024-03-17
115,115,1293,121.7657369397028,2024-01-02
116,116,1685,955.1568378454624,2024-04-25
117,117,1134,328.9718436032283,2024-02-27
118,118,1312,302.68463642804943,2024-02-07
119,119,875,500.04948112164914,2024-03-19
120,120,1056,111.14715621072652,2024-02-25
121,121,510,228.77113181195182,2024-01-17
122,122,1051,641.6862092014662,2024-02-05
123,123,200,143.99472004206297,2024-03-09
124,124,1610,776.5824717333636,2024-03-20
125,125,1397,753.0795569967541,2024-01-31
126,126,850,779.7087152177497,2024-04-14
127,127,1460,358.3399503515879,2024-01-01
128,128,1990,187.49010329862952,2024-04-20
129,129,223,917.6354724964049,2024-04-06
130,130,1507,864.7690995489252,2024-01-06
131,131,1397,753.0795569967541,2024-03-09
132,132,547,973.3749072047133,2024-01-02
133,133,1960,624.9682969127311,2024-02-24
134,134,1131,329.26355314592644,2024-03-23
135,135,45,393.7431321657403,2024-02-26
136,136,1457,336.3995650636187,2024-02-03
137,137,456,221.60316238661642,2024-03-31
138,138,849,260.91890188102764,2024-04-11
139,139,1286,593.8423821140568,2024-04-06
140,140,1597,185.63098176285638,2024-04-15
141,141,1763,585.477371137163,2024-03-10
142,142,800,169.94344165745088,2024-02-14
143,143,1408,55.07999344838268,2024-02-26
144,144,31,698.8430826096816,2024-04-10
145,145,419,379.81866786988263,2024-05-06
146,146,1223,235.69638827469,2024-02-03
147,147,1349,959.613306812277,2024-03-29
148,148,877,656.959233427793,2024-04-30
149,149,882,699.8254684388362,2024-03-30
150,150,1092,390.3993224776412,2024-01-04
151,151,315,116.4750578266519,2024-04-18
152,152,1404,176.3744004994865,2024-02-26
153,153,1477,651.7797417599106,2024-04-25
154,154,1821,171.72008364214474,2024-03-23
155,155,612,489.5464669282714,2024-02-22
156,156,496,320.83710385400684,2024-03-19
157,157,654,907.0028075852209,2024-02-14
158,158,11,601.1932556727083,2024-05-01
159,159,762,821.2494216468561,2024-04-12
160,160,1195,159.41426168791685,2024-02-13
161,161,951,101.97722625288651,2024-01-10
162,162,86,387.16010657070007,2024-02-27
163,163,1904,898.6541380543778,2024-03-29
164,164,1728,331.3475112390095,2024-01-09
165,165,1016,233.8459525427346,2024-04-22
166,166,421,472.16061273574695,2024-04-02
167,167,195,602.90893942532,2024-03-09
168,168,518,628.4465447399272,2024-02-20
169,169,1009,500.2915769079751,2024-05-03
170,170,1600,297.71238015235645,2024-02-02
171,171,472,294.4660037031991,2024-03-12
172,172,368,596.3472933398039,2024-01-10
173,173,1057,247.676093501148,2024-04-02
174,174,1760,507.7681419376986,2024-05-06
175,175,621,609.744818936916,2024-02-28
176,176,381,550.7479193799929,2024-03-07
177,177,477,657.928168568994,2024-03-10
178,178,894,362.57963310036286,2024-02-05
179,179,1556,836.498091138882,2024-04-02
180,180,2,951.0781404788933,2024-05-04
181,181,1373,526.1389590928303,2024-04-05
182,182,1799,531.3571198745899,2024-01-12
183,183,1286,593.8423821140568,2024-01-22
184,184,1497,121.41048277085987,2024-02-06
185,185,1200,345.77106840125066,2024-02-25
186,186,1596,142.66099544582443,2024-03-30
187,187,391,143.04835275134002,2024-03-30
188,188,1907,678.0222743152659,2024-03-22
189,189,1757,700.24154765057,2024-04-25
190,190,1312,302.68463642804943,2024-04-25
191,191,164,589.2828612402513,2024-03-19
192,192,79,503.5892383175742,2024-03-11
193,193,1088,291.0418367592736,2024-03-13
194,194,1319,748.7850663595068,2024-02-09
195,195,83,795.8834282961069,2024-01-24
196,196,1011,308.52760723936876,2024-05-01
197,197,1477,651.7797417599106,2024-01-29
198,198,741,489.90117141710067,2024-04-04
199,199,1594,936.5610017147146,2024-04-01
200,200,1083,754.3173698970451,2024-03-10
201,201,415,923.1376050174647,2024-03-06
202,202,1208,610.7582988273865,2024-02-20
203,203,491,826.7648870313775,2024-04-26
204,204,1658,482.5373274611898,2024-01-18
205,205,1289,993.6618070073844,2024-01-24
206,206,351,266.6659475990423,2024-01-13
207,207,1870,777.7507458499856,2024-02-12
208,208,135,753.4062290245186,2024-02-01
209,209,184,67.54193421213988,2024-01-26
210,210,471,497.1107713719065,2024-03-02
211,211,408,705.1409836500109,2024-01-11
212,212,981,875.2835160173604,2024-02-08
213,213,1996,400.2006510646492,2024-01-31
214,214,1892,414.86287134938306,2024-03-14
215,215,673,390.44271020029623,2024-04-15
216,216,258,75.66551390269998,2024-04-02
217,217,15,624.0766545187006,2024-02-04
218,218,1063,541.3657285432323,2024-05-04
219,219,1178,957.7576198882215,2024-02-02
220,220,1427,477.3758818467007,2024-03-22
221,221,1431,554.5144169734367,2024-01-14
222,222,863,555.5647612356331,2024-04-19
223,223,950,103.469224740297,2024-04-06
224,224,1871,692.5684612559222,2024-02-15
225,225,189,182.6926548754993,2024-03-09
226,226,692,611.1770566362155,2024-04-07
227,227,1807,916.3967269330685,2024-04-11
228,228,1007,416.68441283052897,2024-04-13
229,229,939,551.0455997338258,2024-02-02
230,230,1836,806.7531565805982,2024-02-18
231,231,1500,282.8363726279443,2024-01-08
232,232,468,642.9987479073648,2024-03-14
233,233,352,425.432514037513,2024-01-04
234,234,276,320.3676049769303,2024-04-04
235,235,1830,805.6320162070787,2024-03-20
236,236,1835,638.8962931782864,2024-04-10
237,237,1007,416.68441283052897,2024-03-13
238,238,793,728.1685843167397,2024-02-21
239,239,854,412.7958780352406,2024-03-01
240,240,1570,735.3918593786464,2024-01-02
241,241,798,166.84240172170607,2024-03-13
242,242,1987,789.8131793655947,2024-02-04
243,243,1924,620.5948396471879,2024-04-09
244,244,1651,663.5040964703616,2024-04-11
245,245,1360,726.1716040556302,2024-02-26
246,246,997,679.5696626001295,2024-03-16
247,247,590,762.4178411422289,2024-03-14
248,248,1465,79.40913567247414,2024-04-19
249,249,933,883.5388320382801,2024-03-16
250,250,1298,755.7480986690148,2024-02-02
251,251,1857,967.4045020719042,2024-03-04
252,252,1373,526.1389590928303,2024-03-26
253,253,55,539.8827106816079,2024-02-27
254,254,1590,304.62005437717454,2024-03-07
255,255,656,867.6718157348333,2024-02-26
256,256,1708,94.3702054356365,2024-04-06
257,257,1247,806.5241557394515,2024-03-06
258,258,1410,797.3723934696409,2024-03-02
259,259,1219,65.73667561683352,2024-03-30
260,260,1088,291.0418367592736,2024-03-26
261,261,1205,418.61591985704945,2024-04-30
262,262,1388,409.64411051033215,2024-04-25
263,263,1457,336.3995650636187,2024-04-09
264,264,1977,494.67605716826824,2024-04-26
265,265,1348,733.9898542267331,2024-03-07
266,266,1848,703.3948156778869,2024-03-18
267,267,1800,973.464711474104,2024-01-02
268,268,1689,523.3297795956242,2024-03-21
269,269,205,954.6356063257612,2024-01-05
270,270,1875,830.733100093693,2024-03-14
271,271,894,362.57963310036286,2024-04-03
272,272,1409,207.02513743042337,2024-02-14
273,273,300,637.5218817369879,2024-01-15
274,274,1638,540.4030865123709,2024-04-18
275,275,1097,188.91596109449426,2024-01-03
276,276,1407,889.490039102421,2024-03-06
277,277,21,403.88983415630275,2024-01-18
278,278,1519,866.8086224436626,2024-02-29
279,279,1921,822.3903522445287,2024-04-27
280,280,1787,183.28612007680798,2024-05-06
281,281,1012,76.46178071956886,2024-03-24
282,282,1225,329.2290168843536,2024-03-11
283,283,1035,981.0153038135988,2024-04-12
284,284,1298,755.7480986690148,2024-04-17
285,285,854,412.7958780352406,2024-01-28
286,286,1293,121.7657369397028,2024-03-07
287,287,1102,812.5702367017215,2024-03-23
288,288,1710,644.1489352747141,2024-02-28
289,289,1171,461.2436728280393,2024-04-24
290,290,1149,894.7643456391088,2024-03-12
291,291,199,261.8477842858321,2024-03-21
292,292,1812,540.4872928316211,2024-02-13
293,293,1925,387.5539255676574,2024-02-19
294,294,1347,815.8124273503496,2024-02-10
295,295,1880,348.97806859312533,2024-03-15
296,296,255,236.2145301763226,2024-02-15
297,297,1679,330.2643165085397,2024-01-22
298,298,40,369.02088009648685,2024-03-23
299,299,1670,162.29818359408472,2024-04-20
300,300,932,658.3259407482127,2024-04-21
301,301,1853,214.20720465969242,2024-03-05
302,302,1185,271.9538898111849,2024-01-19
303,303,1066,968.2763125177916,2024-04-19
304,304,1295,513.0162691118348,2024-04-18
305,305,529,813.7266415991562,2024-01-11
306,306,478,849.4283337083771,2024-02-02
307,307,1686,920.6699529702689,2024-03-27
308,308,1639,877.1851131345273,2024-02-17
309,309,972,148.82300661966528,2024-04-12
310,310,1896,452.36269423097605,2024-04-19
311,311,451,447.90695496044907,2024-02-07
312,312,1736,836.4275967542171,2024-02-09
313,313,958,692.1606490086847,2024-03-02
314,314,1117,390.20660815864375,2024-03-20
315,315,1077,790.5271358739224,2024-03-01
316,316,1800,973.464711474104,2024-01-04
317,317,473,625.3236502922565,2024-02-08
318,318,1568,433.10380504490104,2024-03-04
319,319,1329,258.52372309059365,2024-02-14
320,320,1130,348.7686254346409,2024-03-03
321,321,105,583.3174281113277,2024-01-19
322,322,269,139.41713601892394,2024-03-12
323,323,757,851.9363606365444,2024-03-19
324,324,1062,504.5972838465266,2024-04-24
325,325,1350,958.7311908177543,2024-04-10
326,326,613,97.77888854636188,2024-03-01
327,327,1538,621.3014850671959,2024-05-06
328,328,1637,624.4822302996491,2024-04-14
329,329,1105,521.9633185543761,2024-05-06
330,330,726,521.2505481092712,2024-05-02
331,331,1213,597.9957073148216,2024-01-17
332,332,1118,280.9919132261024,2024-01-17
333,333,399,280.6955590731702,2024-02-11
334,334,849,260.91890188102764,2024-03-16
335,335,1010,780.7575953030483,2024-04-23
336,336,129,956.8273341533541,2024-02-24
337,337,308,775.1518285240293,2024-04-22
338,338,1407,889.490039102421,2024-02-28
339,339,1318,386.36307457466444,2024-01-29
340,340,462,354.9718754869765,2024-01-15
341,341,905,974.4042697813318,2024-01-19
342,342,1398,159.77924403559535,2024-02-03
343,343,46,688.417343828978,2024-03-16
344,344,1687,817.1880262519987,2024-03-20
345,345,985,137.36899795866313,2024-01-26
346,346,1940,925.9947271620946,2024-03-12
347,347,1564,814.8248580580617,2024-01-13
348,348,1623,985.9054054463945,2024-02-29
349,349,369,598.7981385554615,2024-03-15
350,350,1862,381.72058276464054,2024-03-10
351,351,1343,62.348795663938496,2024-03-17
352,352,1627,567.9792927335924,2024-01-11
353,353,1032,577.7195514621179,2024-02-11
354,354,1522,862.2842023967255,2024-04-24
355,355,1088,291.0418367592736,2024-03-02
356,356,297,660.0054642916775,2024-02-06
357,357,1066,968.2763125177916,2024-03-03
358,358,1155,985.3547977240197,2024-03-29
359,359,787,733.3134384499447,2024-01-20
360,360,1888,158.035368691192,2024-04-01
361,361,1136,878.7764230309373,2024-02-02
362,362,837,430.68448685063527,2024-02-29
363,363,166,926.0168702671833,2024-03-05
364,364,662,881.2370389181547,2024-01-17
365,365,294,170.31447404969498,2024-02-24
366,366,1166,129.87007034292236,2024-03-20
367,367,1848,703.3948156778869,2024-04-29
368,368,1880,348.97806859312533,2024-03-26
369,369,204,796.2411555254663,2024-01-13
370,370,188,85.51963369299138,2024-01-20
371,371,1310,465.2719757774645,2024-05-06
372,372,645,898.2236705481334,2024-04-21
373,373,641,473.2723924130642,2024-02-23
374,374,1462,878.8158608869587,2024-02-09
375,375,454,134.25194816871442,2024-04-08
376,376,1604,123.0013406273771,2024-04-03
377,377,416,718.9078918734126,2024-02-19
378,378,840,222.81031196950195,2024-01-20
379,379,588,903.4273592197836,2024-01-14
380,380,1420,633.1738747693996,2024-03-03
381,381,1097,188.91596109449426,2024-03-27
382,382,1650,573.640736867954,2024-04-02
383,383,1231,252.57002923137176,2024-02-19
384,384,1061,622.0368891114441,2024-01-24
385,385,1768,972.4233805178895,2024-04-11
386,386,583,334.9058850706915,2024-02-29
387,387,477,657.928168568994,2024-03-22
388,388,151,739.9173159756995,2024-02-27
389,389,472,294.4660037031991,2024-01-06
390,390,921,927.3226206875984,2024-01-08
391,391,931,114.7566832056835,2024-02-15
392,392,440,611.5680584943209,2024-03-18
393,393,1650,573.640736867954,2024-01-14
394,394,210,699.4430862892762,2024-03-10
395,395,1022,215.63175763001277,2024-03-16
396,396,885,241.4766896729125,2024-02-04
397,397,717,545.6910966314827,2024-04-24
398,398,336,55.841853690478466,2024-04-03
399,399,938,149.907905612714,2024-01-30
400,400,168,846.9868817458612,2024-01-12
401,401,1981,573.0919289448258,2024-05-03
402,402,502,363.28742608374364,2024-01-09
403,403,1118,280.9919132261024,2024-03-19
404,404,1929,442.6324001537775,2024-05-03
405,405,1800,973.464711474104,2024-04-01
406,406,321,281.038596710894,2024-04-13
407,407,285,396.32538230548363,2024-05-01
408,408,1982,474.10696101174057,2024-04-14
409,409,1008,423.1796918214821,2024-02-26
410,410,1636,758.2254015682167,2024-03-14
411,411,1201,427.5664711051882,2024-04-28
412,412,327,600.1159698909694,2024-03-13
413,413,558,340.8904787913292,2024-02-02
414,414,1461,813.8334860153303,2024-04-05
415,415,309,527.7101980052462,2024-02-21
416,416,1287,102.12369383807015,2024-03-15
417,417,473,625.3236502922565,2024-03-05
418,418,256,888.185620844982,2024-03-12
419,419,182,335.0532562743686,2024-02-12
420,420,1563,259.5397999055982,2024-04-04
421,421,1851,80.31237417014842,2024-01-20
422,422,545,697.560619933032,2024-02-19
423,423,1292,116.43481067076546,2024-05-04
424,424,1347,815.8124273503496,2024-04-11
425,425,624,343.8195342090437,2024-03-18
426,426,575,841.1961218738854,2024-03-14
427,427,638,503.7544602063101,2024-02-07
428,428,1113,522.33031924955,2024-01-07
429,429,1042,471.0913276946132,2024-03-06
430,430,476,822.9382879182775,2024-01-04
431,431,754,158.6456740466411,2024-02-07
432,432,904,498.59488993797214,2024-03-12
433,433,507,327.5017625178662,2024-02-21
434,434,1278,398.55611874586475,2024-03-09
435,435,363,568.002746112441,2024-01-25
436,436,626,476.56082045992696,2024-01-28
437,437,1617,984.3221568772477,2024-02-03
438,438,766,610.9298857034267,2024-03-05
439,439,79,503.5892383175742,2024-02-18
440,440,1234,782.3711660458777,2024-02-29
441,441,326,200.71231018270169,2024-04-14
442,442,817,291.9443088412558,2024-03-02
443,443,92,967.1296622200202,2024-01-18
444,444,1191,362.4788743477343,2024-03-07
445,445,612,489.5464669282714,2024-03-03
446,446,1137,341.2111136918217,2024-04-21
447,447,1926,809.2869900860867,2024-01-31
448,448,1670,162.29818359408472,2024-02-23
449,449,572,588.7044751884134,2024-03-04
450,450,1015,226.0854295499115,2024-03-19
451,451,825,93.8645841003017,2024-03-28
452,452,282,297.27774786311227,2024-02-28
453,453,1743,719.4148529273748,2024-04-20
454,454,1784,385.93853582460287,2024-02-21
455,455,1383,219.99234044632067,2024-02-23
456,456,264,646.5250871610274,2024-02-10
457,457,528,328.8952279886437,2024-02-11
458,458,1521,272.17841302458055,2024-04-23
459,459,86,387.16010657070007,2024-02-05
460,460,1324,527.086406037464,2024-01-10
461,461,174,393.5195035279026,2024-02-06
462,462,1508,931.349689355449,2024-01-18
463,463,778,357.14047378893224,2024-03-23
464,464,495,562.0032468335322,2024-03-31
465,465,204,796.2411555254663,2024-03-09
466,466,796,736.0217887009159,2024-01-30
467,467,1337,949.4581369721723,2024-03-21
468,468,1993,489.04023919582266,2024-04-25
469,469,1683,635.4715895919884,2024-03-18
470,470,1866,515.2908352829622,2024-01-09
471,471,691,182.4669554101261,2024-03-08
472,472,193,557.4529805150714,2024-01-17
473,473,1019,655.8167214082474,2024-04-19
474,474,993,106.96636575291916,2024-04-27
475,475,91,905.1050820303249,2024-04-14
476,476,525,861.7150925785195,2024-03-08
477,477,1230,129.76780991853371,2024-03-22
478,478,1549,295.2202116830143,2024-01-09
479,479,796,736.0217887009159,2024-02-07
480,480,1549,295.2202116830143,2024-01-28
481,481,1283,918.0029830474192,2024-03-17
482,482,690,388.9493805063804,2024-01-02
483,483,1456,104.06738461873546,2024-01-10
484,484,1062,504.5972838465266,2024-03-27
485,485,1913,862.3154154845263,2024-03-14
486,486,765,437.96176483207256,2024-03-31
487,487,1973,952.0575815017885,2024-03-19
488,488,1019,655.8167214082474,2024-03-23
489,489,268,534.7555890537667,2024-01-19
490,490,1617,984.3221568772477,2024-04-26
491,491,485,268.10897748078446,2024-04-15
492,492,498,400.17342156269206,2024-01-28
493,493,556,234.14110325988,2024-03-28
494,494,389,370.5065366558895,2024-02-27
495,495,1813,874.4782697108188,2024-04-16
496,496,1170,425.558685933712,2024-01-22
497,497,356,674.2345300878889,2024-01-10
498,498,50,788.9942340499983,2024-03-04
499,499,542,200.49398182279342,2024-02-05
500,500,1417,519.3396671673581,2024-05-03
501,501,896,784.6601856360769,2024-03-12
502,502,1723,568.5181593984171,2024-03-04
503,503,1359,452.04581104813656,2024-04-02
504,504,623,904.9562288303795,2024-02-12
505,505,569,620.2376163457448,2024-05-03
506,506,1253,853.0671845971838,2024-03-16
507,507,1583,553.708671249863,2024-01-08
508,508,1805,665.3131728260137,2024-02-04
509,509,1631,684.1992232828287,2024-03-23
510,510,1046,821.8123639768901,2024-02-09
511,511,1609,104.84291528304553,2024-01-12
512,512,643,450.2990100920529,2024-02-27
513,513,1984,138.57761788814565,2024-04-22
514,514,1444,822.0422391109031,2024-03-01
515,515,488,659.3755290552715,2024-04-06
516,516,827,386.4823902877711,2024-02-23
517,517,746,165.85110431976693,2024-03-15
518,518,257,656.8921796432919,2024-04-08
519,519,518,628.4465447399272,2024-02-29
520,520,1598,511.3140065861666,2024-04-18
521,521,1593,62.45067867242257,2024-03-03
522,522,663,688.8486842671089,2024-01-29
523,523,1047,574.8623072261897,2024-02-18
524,524,1604,123.0013406273771,2024-03-14
525,525,211,86.70103584751351,2024-02-10
526,526,1050,638.4663773418,2024-01-22
527,527,1958,322.630694303407,2024-04-06
528,528,1038,564.3941318870474,2024-03-27
529,529,323,122.78418721568568,2024-01-21
530,530,1527,127.34416855538593,2024-02-18
531,531,1589,866.8762877207953,2024-04-22
532,532,1148,921.8359311102431,2024-04-28
533,533,1676,926.6286252475173,2024-01-14
534,534,387,949.6172873267427,2024-04-14
535,535,929,309.5014665456472,2024-03-08
536,536,109,513.2903131926232,2024-02-16
537,537,1340,570.5056476388119,2024-02-29
538,538,511,758.0138903753889,2024-01-05
539,539,1340,570.5056476388119,2024-02-21
540,540,120,539.7634279439618,2024-03-31
541,541,1260,239.40625136670639,2024-04-16
542,542,1437,868.119933341796,2024-04-17
543,543,365,555.1830348411324,2024-04-30
544,544,1934,214.90917862016602,2024-02-23
545,545,1546,363.6416366267326,2024-04-13
546,546,1028,748.0465651700798,2024-03-03
547,547,1380,415.7165327170164,2024-01-22
548,548,1004,958.1626235542142,2024-04-26
549,549,999,728.8052394270122,2024-03-01
550,550,259,592.947295702578,2024-05-05
551,551,589,822.3598576675005,2024-02-08
552,552,1708,94.3702054356365,2024-01-26
553,553,1117,390.20660815864375,2024-05-06
554,554,807,233.91090975789535,2024-03-04
555,555,988,722.3370674536066,2024-01-17
556,556,755,377.7042167831391,2024-02-09
557,557,756,592.053884525321,2024-04-23
558,558,164,589.2828612402513,2024-05-01
559,559,1636,758.2254015682167,2024-05-03
560,560,708,489.848577820758,2024-01-08
561,561,502,363.28742608374364,2024-02-10
562,562,148,362.0908485744192,2024-01-06
563,563,383,649.9589048118943,2024-02-06
564,564,507,327.5017625178662,2024-02-24
565,565,1483,464.9915536839483,2024-04-13
566,566,1785,239.9281801326127,2024-03-04
567,567,223,917.6354724964049,2024-03-04
568,568,1880,348.97806859312533,2024-02-28
569,569,1774,138.45302653985215,2024-04-07
570,570,1886,187.52642145772145,2024-03-28
571,571,1707,689.7346261586111,2024-02-28
572,572,536,278.1421333116992,2024-02-15
573,573,234,160.53587463531335,2024-05-04
574,574,1790,517.6871852838603,2024-02-06
575,575,237,917.2246057210599,2024-03-12
576,576,1526,354.5181760703132,2024-02-13
577,577,634,802.2870470540805,2024-01-31
578,578,1896,452.36269423097605,2024-01-09
579,579,524,513.4987884001353,2024-02-23
580,580,1637,624.4822302996491,2024-04-21
581,581,647,234.37611716261142,2024-03-23
582,582,521,388.33111631068624,2024-04-22
583,583,1867,57.17598331026648,2024-05-01
584,584,1355,853.1765506310194,2024-04-16
585,585,503,748.3308809500147,2024-04-26
586,586,1129,552.2212179783219,2024-02-03
587,587,692,611.1770566362155,2024-04-08
588,588,174,393.5195035279026,2024-04-06
589,589,1013,804.729119591591,2024-03-07
590,590,482,935.0302458001449,2024-03-06
591,591,860,725.4382331369725,2024-03-30
592,592,618,726.7058149162546,2024-02-28
593,593,934,877.8772301991519,2024-04-22
594,594,636,752.5553788459987,2024-01-30
595,595,271,288.4271977035191,2024-01-15
596,596,1368,744.0557414317811,2024-02-24
597,597,1809,66.55147498185882,2024-02-27
598,598,835,328.3298792726262,2024-01-31
599,599,1050,638.4663773418,2024-03-06
600,600,1682,794.156562148859,2024-05-03
601,601,525,861.7150925785195,2024-03-20
602,602,1421,474.21059787512144,2024-01-01
603,603,1277,129.64129967205508,2024-02-23
604,604,1707,689.7346261586111,2024-05-05
605,605,640,670.2556587398383,2024-01-19
606,606,1190,921.2877070452371,2024-04-17
607,607,100,681.244081912127,2024-01-19
608,608,134,879.7926797898639,2024-02-20
609,609,871,874.5261834394666,2024-04-23
610,610,599,644.9369656367727,2024-02-27
611,611,454,134.25194816871442,2024-05-01
612,612,753,657.6922965083502,2024-04-23
613,613,1443,95.53576789419861,2024-01-27
614,614,816,389.03474866054984,2024-03-22
615,615,385,501.7252172086229,2024-04-05
616,616,239,433.87087915740005,2024-03-30
617,617,395,781.6645483616986,2024-03-19
618,618,807,233.91090975789535,2024-02-03
619,619,511,758.0138903753889,2024-04-22
620,620,973,60.799210440448206,2024-03-16
621,621,1246,412.5900083924592,2024-01-12
622,622,741,489.90117141710067,2024-01-21
623,623,1893,320.886546315108,2024-03-09
624,624,586,50.977650399883586,2024-01-02
625,625,1982,474.10696101174057,2024-01-14
626,626,1106,944.9612746012486,2024-03-05
627,627,817,291.9443088412558,2024-03-15
628,628,1321,517.5948726327158,2024-02-16
629,629,1046,821.8123639768901,2024-02-11
630,630,1299,851.0821252788118,2024-04-25
631,631,823,443.06658571692077,2024-02-02
632,632,1203,232.99655973643468,2024-02-24
633,633,329,452.0093419321744,2024-04-02
634,634,1783,70.46335945534886,2024-04-08
635,635,229,587.2606887412405,2024-03-25
636,636,1994,460.7490759268232,2024-03-14
637,637,345,597.5182816840054,2024-01-15
638,638,1245,587.4371476212955,2024-01-12
639,639,1698,458.09610326100875,2024-03-15
640,640,1361,705.6466756107278,2024-02-04
641,641,1808,225.23091815692624,2024-03-26
642,642,1981,573.0919289448258,2024-01-26
643,643,1360,726.1716040556302,2024-02-15
644,644,1239,531.8519168477546,2024-02-11
645,645,1042,471.0913276946132,2024-04-08
646,646,1705,343.68635217414135,2024-03-10
647,647,852,52.64112901345357,2024-02-21
648,648,103,105.54067820487779,2024-01-24
649,649,544,315.54280661191893,2024-01-28
650,650,58,100.65707902690934,2024-03-29
