PromotionID,Description,Discount,ValidFrom,ValidTo
35,Grow best down pull up approach every.,29.221242574913447,2023-11-01,2024-10-31
36,Energy meeting including purpose policy system.,22.01342824052226,2023-10-12,2024-07-14
37,Resource give authority.,23.350537147732762,2023-07-09,2025-02-09
38,Manage thousand age degree yes world.,13.627139154688818,2023-08-26,2024-05-18
39,Quality team increase study.,26.742084228625995,2023-10-22,2025-03-31
40,Situation can staff suddenly majority important.,26.345449607350425,2024-01-03,2025-01-11
41,Night food officer pressure reduce little need.,11.874063013155116,2023-09-25,2024-10-22
42,Safe identify capital sometimes.,21.142708028903137,2024-02-08,2024-07-25
43,Choose seat effort impact outside home perform marriage.,8.377477805666881,2024-03-11,2024-07-01
44,Race push rule style wide model store.,18.531090789008562,2024-04-27,2025-03-27
45,Certainly his threat recent.,23.23574956045409,2024-01-13,2025-02-24
46,Professor remain say go voice southern forward computer.,26.496357672496384,2024-01-02,2024-05-16
47,Great my agreement cost set.,12.817601044710788,2024-01-01,2024-12-02
48,Reveal third provide method.,10.36920855319625,2023-07-20,2025-03-18
49,Song morning guess toward then send treat.,13.31296189679184,2023-10-13,2024-09-24
50,People message like need reach and.,16.589972719409584,2023-08-26,2024-05-24
51,Idea interesting summer office easy peace everything best.,29.87100666756191,2023-08-08,2024-08-13
52,Past world much physical fund subject shake.,5.654791410557598,2023-12-28,2024-10-23
53,Fine become say enough station.,24.59404801529386,2023-09-17,2025-02-18
54,Thousand whether difficult.,12.444300536865395,2023-12-03,2024-07-01
55,Response agency field.,16.655009754452685,2023-05-28,2025-01-23
56,Marriage rule interest top bed billion.,17.52299612983911,2024-03-09,2024-10-27
57,Catch rather inside year.,6.934265777303487,2023-10-20,2024-10-17
58,Office ground former interview.,22.307339884975537,2024-05-04,2024-06-20
59,Tax most long surface.,7.909203598853319,2023-05-21,2024-07-01
60,Mother between race beyond.,21.972512582095746,2023-09-20,2025-04-11
61,True member approach who doctor offer bar.,27.725980880741815,2023-06-27,2024-08-20
62,Whose summer oil different water.,13.15864070409985,2023-11-03,2024-05-25
63,Read organization ahead example writer end decision.,10.235561998861236,2024-02-24,2025-01-23
64,Power fear say protect century effect past student.,15.547328250474752,2024-03-01,2025-01-06
65,Never month drive produce hospital.,29.81406433358582,2024-02-01,2025-02-08
66,Structure responsibility break no hit.,6.388840864797794,2024-03-30,2024-05-16
67,Moment surface test rate place space.,26.700276876784088,2023-07-01,2025-01-17
68,Member beat bed in employee dinner election.,21.158583628892114,2024-02-12,2024-09-29
69,Long way do participant new throw explain final.,10.299614777512819,2024-04-25,2024-08-13
70,Agreement probably meeting work see leg individual.,14.112666305326284,2023-07-10,2024-08-16
71,Shoulder majority them.,13.233848662790983,2024-03-10,2024-10-23
72,Activity individual Congress three easy long.,21.718221185140727,2023-08-02,2024-07-27
73,Guess light opportunity company drive arm.,25.882883395467683,2023-07-16,2024-07-31
74,Black shake level address pick.,12.026315979114958,2023-06-14,2024-07-01
75,Science whose radio note lawyer item event.,26.739178143991314,2024-02-23,2024-12-12
76,Mind blood education life want market above.,27.518298995148985,2024-04-11,2025-01-23
77,Your Congress beyond sport happen hope decade.,18.538272591903347,2023-07-09,2025-02-14
78,Nothing consider office raise.,19.643963207367335,2023-12-28,2025-03-19
79,Out let research news great choice.,27.07100840666467,2024-01-14,2025-02-07
80,Child loss everything message human discussion.,7.100017529423609,2023-05-29,2025-04-08
81,To deal simply another idea.,14.558753512946188,2024-03-08,2025-01-12
82,Color news from information so beat.,27.465230443086405,2023-05-13,2024-12-08
83,Occur worry phone road through see.,13.420156518908362,2023-06-09,2024-12-22
84,Street which hotel decision.,9.99674927569107,2023-05-19,2024-12-07
85,Attorney federal require experience second center according.,18.763853485979425,2023-11-01,2024-09-18
86,Cut often create trial must could manage.,15.284969472714359,2023-06-17,2024-12-18
87,Crime beautiful free small president world.,6.032039931801029,2024-05-03,2024-05-22
88,Before point reality imagine mean market.,23.033117382750202,2023-06-14,2024-11-18
89,Able help culture.,12.224370498682934,2024-01-07,2024-12-24
90,Light not enjoy then give carry.,29.871378343791246,2023-11-26,2025-01-17
91,So voice east glass.,13.920888254166012,2024-05-01,2025-03-04
92,Analysis understand I trip man.,6.603033600486503,2023-09-03,2024-07-18
93,Establish state media suffer difference wait top.,5.337573169924093,2023-10-06,2024-07-09
94,Course candidate left world.,9.399889231889958,2024-04-21,2024-05-07
95,Blood decision book interest blood point small.,10.769386994782288,2023-07-14,2025-05-06
96,Choose production forget place grow figure.,12.093330690093369,2023-08-01,2024-05-30
97,Without so at nor owner record.,28.941906562292512,2024-04-02,2024-11-04
98,Event wind ten rise guess eight.,9.179967791225277,2023-10-23,2025-02-26
99,General site movement yes.,22.805386306205335,2023-05-21,2025-01-25
100,Movement federal information well far.,6.588896972869214,2023-09-30,2025-04-20
101,Hospital skill perform lay whole.,25.63084047413426,2023-10-30,2024-11-06
102,Remain green figure board let sea career.,27.591168142222397,2023-09-28,2024-12-12
103,Enter great class yes site pull.,23.714313074180318,2024-03-16,2025-02-16
104,Success behavior decision successful that.,8.883385954114225,2023-06-11,2024-09-08
105,Important tax unit would Republican condition.,10.033159679382866,2023-10-26,2024-10-30
106,Back billion poor government.,24.941135394107366,2023-08-12,2025-01-27
107,Like meeting people TV lawyer investment.,5.875941166308475,2024-02-12,2025-03-30
108,Child left recognize kid trouble current.,24.500014318492745,2023-09-22,2024-06-26
109,Clear still moment attorney let throw media education.,14.353169089327382,2023-10-20,2024-05-21
110,Wife live trip year.,16.28839288424588,2023-10-10,2025-03-21
111,Clear activity lose.,12.57266234583869,2024-01-03,2025-03-29
112,Low care health anyone boy.,29.099804786014804,2023-11-13,2024-10-27
113,Change scene surface former beyond hair economy.,25.59952956855828,2023-07-26,2025-04-03
114,Pretty evening thought weight hundred.,27.000809619038897,2023-11-27,2024-11-17
115,Right lawyer list table.,15.685378441099013,2023-08-31,2025-01-01
116,Appear east decide arm catch.,7.929087921871535,2023-06-24,2024-10-20
117,Improve now something about over gun.,12.060971672221612,2024-02-12,2024-07-04
118,Action feel analysis push remain best upon.,17.132537004858364,2023-06-02,2024-10-12
119,Traditional away themselves war four loss place.,13.496319708159108,2023-10-15,2024-12-26
120,Bar fear certain others account maybe common.,5.622501574834705,2023-06-29,2024-08-13
121,Seven treatment evidence garden knowledge much learn mother.,19.396646244986407,2023-08-09,2025-01-08
122,Audience scientist end small.,11.231556784400965,2023-10-21,2025-01-05
123,However second report staff go know value.,12.966610545984938,2023-12-08,2024-05-31
124,Attorney agreement market own wait fine.,10.840310162384153,2023-11-14,2024-10-28
125,Official final probably either police.,11.683229002608066,2023-11-30,2025-05-02
126,Almost serious magazine play.,12.71612379083167,2023-07-01,2024-06-06
127,Our beyond why series east local method.,12.266389072641772,2023-07-18,2024-07-02
128,Minute throughout recognize create.,25.97335505827561,2024-03-18,2024-05-13
129,Choice strategy civil thought president yet morning.,11.33976607345759,2023-08-23,2025-02-02
130,Down free true station.,17.483777128137454,2024-02-20,2025-04-23
131,Energy for take culture better newspaper.,16.406793301019928,2023-11-14,2024-06-04
132,Ten through two interview building drug.,7.5933972289868965,2023-10-02,2024-06-12
133,Receive firm impact Democrat rate decade ever.,13.102611587933112,2024-04-08,2025-03-29
134,Season range western several help.,29.68446527781591,2023-08-15,2025-02-04
135,Upon rule nature work surface apply.,24.725020910587332,2023-11-08,2025-03-26
136,Part reflect attorney professional.,27.82989887872762,2023-11-12,2024-12-16
137,Accept second enjoy my because.,18.31612307137813,2023-11-07,2025-04-13
138,Free agree machine important.,14.19973942520439,2023-06-15,2025-03-24
139,Drop adult rise training across around against full.,8.488264246590642,2023-05-17,2024-09-25
140,Dream example president board look.,13.37491530292189,2023-12-12,2025-04-20
141,Music drop record.,16.026515559887667,2024-02-15,2024-05-17
142,Son stand interview.,11.534742461621228,2023-10-01,2024-10-21
143,Meet take born industry improve.,25.64921725855818,2023-12-17,2024-08-14
144,Pay system on capital success.,18.942135072547046,2023-09-01,2024-05-11
145,Side pressure get see building data American.,21.087391439341474,2023-10-14,2024-10-14
146,Believe community growth cut figure.,27.50204474310929,2024-03-10,2025-02-28
147,Want could good.,10.682931332778965,2023-08-15,2024-07-19
148,Choose job huge throughout recognize spring tend realize.,8.316494601169234,2023-12-18,2024-09-23
149,General dream war arm scene clearly these total.,17.313070503872027,2023-08-29,2025-02-11
150,Dog while live must marriage.,15.520934017602764,2024-04-13,2025-04-12
151,Executive seven report evening happen all system.,27.619861254614584,2023-06-03,2024-07-09
152,Physical police fly big seven air focus.,7.721972346767911,2024-04-26,2024-12-23
153,Necessary purpose effect thus.,8.010605318515108,2024-05-01,2024-12-20
154,Defense store nice of.,18.74368745653107,2024-01-01,2024-11-04
155,Source maybe more between.,27.701722892127783,2024-03-02,2025-01-08
156,Some if arm spring development usually analysis south.,24.647405277879354,2023-09-05,2024-12-17
157,Occur nature information edge full collection teach.,25.780653034219753,2023-07-15,2024-10-11
158,Bank loss always college after participant guy your.,21.63684806481965,2024-03-10,2024-09-02
159,Language various interesting remain play evidence.,23.088736649569135,2023-05-28,2024-09-08
160,Woman want environmental water.,12.932548188959164,2024-04-21,2024-09-24
161,Debate first our should control green late.,29.708437109986306,2024-02-26,2025-02-27
162,Will follow water dinner factor.,29.839777420013544,2024-01-20,2025-02-17
163,Direction still technology.,24.555497499875546,2023-08-02,2024-09-12
164,Oil into poor care wall campaign tough.,19.60553596644594,2023-05-15,2025-04-12
165,Camera exactly Mr according up.,10.596318409117913,2024-02-17,2024-12-31
166,Fall never staff value hear rich reduce.,7.658792541821225,2024-01-17,2025-03-31
167,Break site Mrs part because.,9.196697790782375,2023-12-04,2024-10-09
168,Author change culture sort bank.,18.127113013666396,2023-12-01,2025-03-30
169,Ok water evening international.,7.578017720930831,2023-11-09,2025-01-10
170,Think any toward mother hotel run career would.,13.576708036402975,2023-11-27,2025-01-20
171,News give attack identify.,24.478573795184708,2023-07-11,2024-09-10
172,Run positive here more candidate.,26.379252450284184,2023-10-12,2024-12-02
173,Line much peace beyond listen personal put.,27.85090172596755,2023-11-15,2025-03-12
174,Including those leader wonder up deal.,14.50778304726125,2023-06-04,2024-07-09
175,Give behind career central them.,16.077006973135745,2023-12-10,2024-11-02
176,Price term call behavior represent.,24.972536752535586,2024-03-15,2025-03-29
177,Total matter will concern throw.,17.75955487175496,2023-06-14,2025-02-18
178,Only increase near glass interest PM rise police.,5.430825219727557,2023-10-08,2025-04-24
179,See pattern mind reduce certainly military bed trade.,7.286270101250274,2023-09-18,2024-08-10
180,Kid hour land million.,9.238847691227893,2024-02-25,2025-01-17
181,Evening computer attorney difficult drop.,7.655414545745538,2023-10-10,2025-04-10
182,Indicate road lawyer like arrive film.,9.892840449418976,2024-01-05,2025-03-08
183,Between agreement director view doctor toward then.,22.13913322873926,2023-08-08,2025-03-26
184,Market sometimes note matter cost compare.,20.086748672018636,2023-05-25,2024-12-19
185,Chair heart unit whole.,13.98701831606231,2024-02-27,2024-09-03
186,Race seat perhaps yourself seat apply hear.,23.937493338864172,2024-01-18,2025-05-06
187,Probably glass edge.,27.505801930485998,2023-11-16,2025-02-16
188,Make where six bank resource responsibility.,13.798525479533648,2023-09-13,2025-04-13
189,Manage technology research them fight.,13.655256722461116,2024-02-28,2024-09-12
190,Night job student each once much.,19.428472711874548,2023-09-28,2024-07-11
191,Population city stage body forward.,25.196500091139974,2023-07-13,2024-05-30
192,First leg finish though.,22.752979745666977,2024-03-27,2024-10-10
193,Than international seem perhaps nearly responsibility loss note.,24.761674959729763,2024-02-19,2025-02-21
194,Box offer edge.,6.1762700820727945,2023-05-25,2024-07-13
195,Suffer first share big same born car.,19.933854942761407,2024-02-13,2024-11-11
196,Free keep son small since hospital red.,28.89445867530578,2023-05-13,2024-07-25
197,Memory throughout accept special difference mind.,11.288511786742054,2023-10-27,2025-03-25
198,Trouble education reason production while fly.,28.433685502815816,2023-11-10,2025-02-03
199,Each beyond decide interest able right thus.,25.006001488100857,2023-05-15,2024-05-25
200,Lot politics age increase consumer few safe alone.,17.1162622928422,2023-06-30,2025-03-26
201,Along bed third worry let.,13.506708124085774,2023-07-02,2024-12-28
202,Thousand build seat.,13.681392407675116,2023-11-11,2025-01-11
203,Drop risk run no break glass because rule.,28.1524292250182,2023-09-05,2025-01-21
204,Throughout behind four hair.,8.293743737277968,2023-11-10,2025-04-13
205,Show rule live exist while soldier.,23.07462217703178,2024-03-11,2024-09-05
206,Always shake boy her beautiful write.,20.279187992907914,2023-08-04,2024-10-12
207,Name buy hit investment Republican when.,29.05992114662506,2023-12-18,2024-10-02
208,Across fast movie manage drug.,29.175523375455548,2024-01-15,2024-05-21
209,Economic from center personal vote by.,6.003184753175826,2024-04-11,2024-05-22
210,Create person piece cut.,18.421857702457867,2023-05-25,2024-10-07
211,Each design line small democratic forward mission.,23.34471879810993,2023-09-20,2024-05-25
212,Heart early weight should position.,6.474077115118014,2024-01-28,2024-10-24
213,Effect baby recognize but ever window.,15.020850100936956,2023-06-21,2025-02-24
214,Across party guy media.,13.983796786750837,2023-09-18,2024-05-09
215,Discuss ok here memory prove.,25.83807740574532,2024-04-26,2024-06-07
216,Him everyone not.,19.124377654621842,2023-05-10,2024-09-03
217,Street court my lot though.,25.475051191116755,2023-09-08,2025-04-14
218,Give near discuss material finish development toward.,7.662123307428099,2024-02-25,2024-11-02
219,Like step focus court office personal choice.,14.651744441815113,2023-11-07,2025-03-06
220,Capital word thank program.,7.652677729973165,2023-09-04,2025-02-02
221,Church mouth newspaper identify within into you.,28.29810287701306,2023-09-17,2024-11-04
222,Time spend agency reflect during.,8.350105644137036,2023-11-13,2024-08-02
223,Individual position statement artist fight traditional growth.,27.55292456404245,2023-12-12,2025-04-02
224,Next pull strong practice.,7.938574830108296,2024-04-26,2025-04-19
225,Only teacher town light.,8.555092355085343,2023-07-17,2024-05-10
226,Consumer run in similar writer.,29.683165718967963,2024-01-19,2024-08-05
227,Deal also be.,19.464503928900726,2023-11-29,2025-03-21
228,Sea later sister instead knowledge director.,26.358396450872558,2023-08-17,2024-10-27
229,Wind whole great improve test star.,6.144756381923257,2024-04-29,2024-12-19
230,Foot on meeting.,9.268985342442678,2024-04-19,2025-04-11
231,Rate cold wife cost may two every sport.,24.93144146353077,2023-11-27,2024-12-17
232,Manage whether Congress success organization reality her.,9.678061388828517,2024-04-01,2024-10-21
233,Information summer relate recently once property college mouth.,8.999095619817119,2023-07-23,2024-06-04
234,Become week difference move may do.,28.800117711077633,2024-01-14,2025-01-31
235,Owner painting some between.,13.579372772779248,2024-03-16,2024-08-01
236,Appear hot near food.,22.09615014609357,2023-05-26,2024-07-05
237,Require purpose quality.,22.011760025405408,2024-01-27,2024-11-21
238,Sport claim politics.,16.791279244477053,2023-11-10,2024-11-09
239,Out my rate talk media guy.,28.43955313455363,2023-10-09,2025-01-22
240,Can civil perform thing who down.,14.689278605744331,2024-01-29,2024-07-05
241,Student friend television gun can.,21.931679382894636,2024-01-04,2024-12-24
242,Be involve if woman color street.,12.068166674559738,2023-12-19,2024-09-06
243,Election time campaign go tell Mr lose.,15.605211168641205,2023-12-30,2025-02-22
244,Remain talk stop call traditional bad marriage.,15.365759093435184,2023-08-16,2024-06-22
245,Player kind process seven.,11.602405389626263,2024-02-10,2024-11-18
246,Usually serious blue.,11.788712664536506,2023-07-22,2025-03-13
247,Much deep better.,26.66411122854002,2023-08-30,2024-06-09
248,Company respond on need western.,23.69112903016994,2024-03-22,2024-08-30
249,Story dark show.,19.349566016874228,2023-08-25,2024-07-09
250,May share party lot each brother.,10.661068239141343,2023-09-04,2024-09-04
251,Study enough manage your property reveal total.,11.863436616099385,2024-01-26,2025-01-23
252,Bag pressure ever week arm.,6.415906369690301,2024-03-19,2025-01-03
253,Bed focus appear road sing.,15.176266117850613,2023-05-31,2024-07-07
254,Bit whatever win strategy trial.,20.14887893868878,2023-09-15,2024-08-09
255,Space include such never exactly rate explain.,5.774483672963921,2023-08-09,2025-03-19
256,Relate owner about total.,23.58596397870426,2023-12-02,2024-09-24
257,Size here cost game second.,5.729317475654537,2023-10-23,2024-07-15
258,War past effort spring.,22.387907216900423,2023-12-20,2024-09-29
259,Travel name back able threat page.,8.986326660853281,2024-03-22,2025-01-30
260,Goal similar education visit truth.,5.383477329903692,2024-01-14,2024-08-13
261,Evening those cost democratic.,15.659324305832179,2023-12-29,2024-05-21
262,Assume measure threat keep into need.,7.329552352476371,2023-08-13,2024-06-05
263,Share trip once start visit imagine.,20.854190934564073,2024-04-01,2024-12-21
264,And sense adult.,7.905237597222287,2023-06-26,2025-01-11
265,Avoid site dinner pretty open themselves mind.,19.101178439080407,2023-05-15,2025-04-21
266,Computer people would city free.,22.456277723441197,2023-09-09,2024-10-02
267,Drug phone type yourself until serious any soon.,6.747686663031889,2023-09-21,2025-01-01
268,Believe prevent thank message.,27.820494886276286,2023-07-20,2025-04-17
269,Allow poor player appear thousand budget cut.,9.558181322145067,2023-06-17,2024-10-13
270,Another particularly give.,26.084244395719377,2023-10-15,2025-05-04
271,Current attack apply guess step yard grow.,25.876028030323805,2024-01-01,2024-06-04
272,Five century pull rule professional run.,12.382333767595354,2024-02-01,2024-07-12
273,Happy his majority south.,21.143259041482366,2024-03-06,2024-05-08
274,Daughter manager benefit tend.,23.657420487854964,2023-06-19,2024-11-22
275,Rather church word wife record lose.,14.663176386590422,2023-07-27,2024-10-24
276,This ability result local few dog individual.,27.904402262913585,2023-12-26,2025-03-09
277,Certainly international edge sport.,18.157776654739997,2023-07-25,2024-09-03
278,Beat seem experience upon style their.,5.432601323821966,2023-06-24,2025-03-27
279,Type decade father production dinner key radio.,19.749081679155502,2023-05-13,2025-04-06
280,Quality on Democrat try bit or.,13.708647726454032,2024-03-11,2025-01-20
281,Wait above medical improve.,9.885837462858126,2023-09-22,2025-02-15
282,Fill whole month feel.,28.796443960400264,2023-05-24,2024-07-13
283,Hair quite ten total truth character front.,15.137354184235948,2024-04-02,2025-03-14
284,Also eight decision financial.,10.012223882949643,2023-11-06,2025-03-13
285,Ok better room local board pay.,29.91969752129633,2023-11-23,2024-12-18
286,Any sea edge account get already.,23.461888675970684,2024-04-20,2024-12-16
287,Six college adult teach.,12.222655827280258,2023-07-15,2025-02-03
288,Finally head ok between strategy wish.,5.072470182376053,2023-09-16,2024-09-23
289,Idea want mention line already point.,16.94065547322481,2023-10-22,2025-01-24
290,Role technology PM over note upon lay three.,19.368309680871228,2023-06-12,2025-03-03
291,Research free offer seat above true seat.,20.715526101355444,2023-05-17,2025-03-09
292,Wind claim pretty follow necessary strong message.,8.491956548734985,2024-02-23,2024-06-13
293,Discussion player whole all whatever number.,6.514331237496447,2023-09-28,2024-08-08
294,At just wear total late himself choose.,22.732951349531657,2024-02-08,2024-12-11
295,Force beyond throw law try.,24.29065255340303,2023-11-08,2024-10-28
296,Actually reach exactly girl.,25.894983274309702,2024-02-03,2025-02-15
297,Agree situation employee support.,5.55485403315828,2024-04-10,2025-04-03
298,Wide care reality writer.,7.055170322286454,2023-09-14,2024-11-09
299,Allow majority finish open.,13.713319169103098,2023-09-09,2024-05-12
300,Cell produce store common term across television himself.,28.64353283670917,2023-12-06,2024-09-02
